GearID,Brand,Name,LureType,WeightG,LengthMm,DepthRange,RetrieveStyle,VisualProfile,Casting,ActionScore,FinesseAffinity,PowerAffinity,Tags,PriceJPY,Status
lure-0357,Tail Walker,Jig 60 Natural,jig,10,60,mid-deep,jerk/fall,natural,66,58,71,59,allround,1300,FICTIONAL_CONTENT
lure-0358,Tail Walker,Jig 60 Flash,jig,10,60,mid-deep,jerk/fall,flash,66,58,71,59,allround,1300,FICTIONAL_CONTENT
lure-0359,Tail Walker,Jig 67 Natural,jig,20,67,mid-deep,jerk/fall,natural,77,60,58,68,allround,1800,FICTIONAL_CONTENT
lure-0360,Tail Walker,Jig 67 Flash,jig,20,67,mid-deep,jerk/fall,flash,77,60,58,68,allround,1800,FICTIONAL_CONTENT
lure-0361,Tail Walker,Jig 74 Natural,jig,30,74,mid-deep,jerk/fall,natural,88,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0362,Tail Walker,Jig 74 Flash,jig,30,74,mid-deep,jerk/fall,flash,88,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0363,Tail Walker,Jig 81 Natural,jig,40,81,mid-deep,jerk/fall,natural,98,64,32,86,power|distance,2700,FICTIONAL_CONTENT
lure-0364,Tail Walker,Jig 81 Flash,jig,40,81,mid-deep,jerk/fall,flash,98,64,32,86,power|distance,2700,FICTIONAL_CONTENT
lure-0365,Tail Walker,Jig 88 Natural,jig,60,88,mid-deep,jerk/fall,natural,98,66,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0366,Tail Walker,Jig 88 Flash,jig,60,88,mid-deep,jerk/fall,flash,98,66,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0367,Tail Walker,Jig 95 Natural,jig,80,95,mid-deep,jerk/fall,natural,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0368,Tail Walker,Jig 95 Flash,jig,80,95,mid-deep,jerk/fall,flash,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0369,Tail Walker,Topwater 95 Natural,topwater,6,95,surface,walk/pop,natural,62,58,76,55,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0370,Tail Walker,Topwater 95 Flash,topwater,6,95,surface,walk/pop,flash,62,58,76,55,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0371,Tail Walker,Topwater 102 Natural,topwater,8,102,surface,walk/pop,natural,64,60,74,57,allround,1200,FICTIONAL_CONTENT
lure-0372,Tail Walker,Topwater 102 Flash,topwater,8,102,surface,walk/pop,flash,64,60,74,57,allround,1200,FICTIONAL_CONTENT
lure-0373,Tail Walker,Topwater 109 Natural,topwater,12,109,surface,walk/pop,natural,68,62,68,61,allround,1400,FICTIONAL_CONTENT
lure-0374,Tail Walker,Topwater 109 Flash,topwater,12,109,surface,walk/pop,flash,68,62,68,61,allround,1400,FICTIONAL_CONTENT
lure-0375,Tail Walker,Topwater 116 Natural,topwater,18,116,surface,walk/pop,natural,75,64,61,66,allround,1700,FICTIONAL_CONTENT
lure-0376,Tail Walker,Topwater 116 Flash,topwater,18,116,surface,walk/pop,flash,75,64,61,66,allround,1700,FICTIONAL_CONTENT
lure-0377,Tail Walker,Topwater 123 Natural,topwater,25,123,surface,walk/pop,natural,83,66,52,73,power|distance,2000,FICTIONAL_CONTENT
lure-0378,Tail Walker,Topwater 123 Flash,topwater,25,123,surface,walk/pop,flash,83,66,52,73,power|distance,2000,FICTIONAL_CONTENT
lure-0379,Tail Walker,Minnow 85 Natural,minnow,5,85,shallow-mid,steady/twitch,natural,61,58,78,55,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0380,Tail Walker,Minnow 85 Flash,minnow,5,85,shallow-mid,steady/twitch,flash,61,58,78,55,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0381,Tail Walker,Minnow 92 Natural,minnow,7,92,shallow-mid,steady/twitch,natural,63,60,75,56,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0382,Tail Walker,Minnow 92 Flash,minnow,7,92,shallow-mid,steady/twitch,flash,63,60,75,56,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0383,Tail Walker,Minnow 99 Natural,minnow,10,99,shallow-mid,steady/twitch,natural,66,62,71,59,allround,1300,FICTIONAL_CONTENT
lure-0384,Tail Walker,Minnow 99 Flash,minnow,10,99,shallow-mid,steady/twitch,flash,66,62,71,59,allround,1300,FICTIONAL_CONTENT
lure-0385,Tail Walker,Minnow 106 Natural,minnow,14,106,shallow-mid,steady/twitch,natural,70,64,66,63,allround,1500,FICTIONAL_CONTENT
lure-0386,Tail Walker,Minnow 106 Flash,minnow,14,106,shallow-mid,steady/twitch,flash,70,64,66,63,allround,1500,FICTIONAL_CONTENT
lure-0387,Tail Walker,Minnow 113 Natural,minnow,18,113,shallow-mid,steady/twitch,natural,75,66,61,66,allround,1700,FICTIONAL_CONTENT
lure-0388,Tail Walker,Minnow 113 Flash,minnow,18,113,shallow-mid,steady/twitch,flash,75,66,61,66,allround,1700,FICTIONAL_CONTENT
lure-0389,Tail Walker,Minnow 120 Natural,minnow,24,120,shallow-mid,steady/twitch,natural,81,68,53,72,allround,2000,FICTIONAL_CONTENT
lure-0390,Tail Walker,Minnow 120 Flash,minnow,24,120,shallow-mid,steady/twitch,flash,81,68,53,72,allround,2000,FICTIONAL_CONTENT
lure-0391,Tail Walker,Vibration 65 Natural,vibration,7,65,mid-deep,steady/lift-fall,natural,63,58,75,56,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0392,Tail Walker,Vibration 65 Flash,vibration,7,65,mid-deep,steady/lift-fall,flash,63,58,75,56,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0393,Tail Walker,Vibration 72 Natural,vibration,10,72,mid-deep,steady/lift-fall,natural,66,60,71,59,allround,1300,FICTIONAL_CONTENT
lure-0394,Tail Walker,Vibration 72 Flash,vibration,10,72,mid-deep,steady/lift-fall,flash,66,60,71,59,allround,1300,FICTIONAL_CONTENT
lure-0395,Tail Walker,Vibration 79 Natural,vibration,14,79,mid-deep,steady/lift-fall,natural,70,62,66,63,allround,1500,FICTIONAL_CONTENT
lure-0396,Tail Walker,Vibration 79 Flash,vibration,14,79,mid-deep,steady/lift-fall,flash,70,62,66,63,allround,1500,FICTIONAL_CONTENT
lure-0397,Tail Walker,Vibration 86 Natural,vibration,18,86,mid-deep,steady/lift-fall,natural,75,64,61,66,allround,1700,FICTIONAL_CONTENT
lure-0398,Tail Walker,Vibration 86 Flash,vibration,18,86,mid-deep,steady/lift-fall,flash,75,64,61,66,allround,1700,FICTIONAL_CONTENT
lure-0399,Tail Walker,Vibration 93 Natural,vibration,24,93,mid-deep,steady/lift-fall,natural,81,66,53,72,allround,2000,FICTIONAL_CONTENT
lure-0400,Tail Walker,Vibration 93 Flash,vibration,24,93,mid-deep,steady/lift-fall,flash,81,66,53,72,allround,2000,FICTIONAL_CONTENT
lure-0401,Tail Walker,Vibration 100 Natural,vibration,28,100,mid-deep,steady/lift-fall,natural,86,68,48,75,power|distance,2100,FICTIONAL_CONTENT
lure-0402,Tail Walker,Vibration 100 Flash,vibration,28,100,mid-deep,steady/lift-fall,flash,86,68,48,75,power|distance,2100,FICTIONAL_CONTENT
lure-0403,Tail Walker,Popper 90 Natural,popper,12,90,surface,pop,natural,68,58,68,61,allround,1400,FICTIONAL_CONTENT
lure-0404,Tail Walker,Popper 90 Flash,popper,12,90,surface,pop,flash,68,58,68,61,allround,1400,FICTIONAL_CONTENT
lure-0405,Tail Walker,Popper 97 Natural,popper,18,97,surface,pop,natural,75,60,61,66,allround,1700,FICTIONAL_CONTENT
lure-0406,Tail Walker,Popper 97 Flash,popper,18,97,surface,pop,flash,75,60,61,66,allround,1700,FICTIONAL_CONTENT
lure-0407,Tail Walker,Popper 104 Natural,popper,30,104,surface,pop,natural,88,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0408,Tail Walker,Popper 104 Flash,popper,30,104,surface,pop,flash,88,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0409,Tail Walker,Popper 111 Natural,popper,45,111,surface,pop,natural,98,64,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0410,Tail Walker,Popper 111 Flash,popper,45,111,surface,pop,flash,98,64,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0411,Tail Walker,Popper 118 Natural,popper,70,118,surface,pop,natural,98,66,20,98,power|distance,4200,FICTIONAL_CONTENT
lure-0412,Tail Walker,Popper 118 Flash,popper,70,118,surface,pop,flash,98,66,20,98,power|distance,4200,FICTIONAL_CONTENT
lure-0413,Tail Walker,Stickbait 120 Natural,stickbait,20,120,surface-mid,sweep,natural,77,58,58,68,allround,1800,FICTIONAL_CONTENT
lure-0414,Tail Walker,Stickbait 120 Flash,stickbait,20,120,surface-mid,sweep,flash,77,58,58,68,allround,1800,FICTIONAL_CONTENT
lure-0415,Tail Walker,Stickbait 127 Natural,stickbait,30,127,surface-mid,sweep,natural,88,60,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0416,Tail Walker,Stickbait 127 Flash,stickbait,30,127,surface-mid,sweep,flash,88,60,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0417,Tail Walker,Stickbait 134 Natural,stickbait,45,134,surface-mid,sweep,natural,98,62,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0418,Tail Walker,Stickbait 134 Flash,stickbait,45,134,surface-mid,sweep,flash,98,62,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0419,Tail Walker,Stickbait 141 Natural,stickbait,60,141,surface-mid,sweep,natural,98,64,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0420,Tail Walker,Stickbait 141 Flash,stickbait,60,141,surface-mid,sweep,flash,98,64,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0421,Tail Walker,Stickbait 148 Natural,stickbait,90,148,surface-mid,sweep,natural,98,66,20,98,power|distance,5100,FICTIONAL_CONTENT
lure-0422,Tail Walker,Stickbait 148 Flash,stickbait,90,148,surface-mid,sweep,flash,98,66,20,98,power|distance,5100,FICTIONAL_CONTENT
lure-0423,River Craft,Minnow 85 Natural,minnow,5,85,shallow-mid,steady/twitch,natural,56,58,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0424,River Craft,Minnow 85 Flash,minnow,5,85,shallow-mid,steady/twitch,flash,56,58,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0425,River Craft,Minnow 92 Natural,minnow,7,92,shallow-mid,steady/twitch,natural,58,60,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0426,River Craft,Minnow 92 Flash,minnow,7,92,shallow-mid,steady/twitch,flash,58,60,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0427,River Craft,Minnow 99 Natural,minnow,10,99,shallow-mid,steady/twitch,natural,61,62,79,51,allround,1300,FICTIONAL_CONTENT
lure-0428,River Craft,Minnow 99 Flash,minnow,10,99,shallow-mid,steady/twitch,flash,61,62,79,51,allround,1300,FICTIONAL_CONTENT
lure-0429,River Craft,Minnow 106 Natural,minnow,14,106,shallow-mid,steady/twitch,natural,65,64,74,55,allround,1500,FICTIONAL_CONTENT
lure-0430,River Craft,Minnow 106 Flash,minnow,14,106,shallow-mid,steady/twitch,flash,65,64,74,55,allround,1500,FICTIONAL_CONTENT
lure-0431,River Craft,Minnow 113 Natural,minnow,18,113,shallow-mid,steady/twitch,natural,70,66,69,58,allround,1700,FICTIONAL_CONTENT
lure-0432,River Craft,Minnow 113 Flash,minnow,18,113,shallow-mid,steady/twitch,flash,70,66,69,58,allround,1700,FICTIONAL_CONTENT
lure-0433,River Craft,Minnow 120 Natural,minnow,24,120,shallow-mid,steady/twitch,natural,76,68,61,64,allround,2000,FICTIONAL_CONTENT
lure-0434,River Craft,Minnow 120 Flash,minnow,24,120,shallow-mid,steady/twitch,flash,76,68,61,64,allround,2000,FICTIONAL_CONTENT
lure-0435,River Craft,Spoon 40 Natural,spoon,1.5,40,shallow-mid,steady/fall,natural,52,58,90,43,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0436,River Craft,Spoon 40 Flash,spoon,1.5,40,shallow-mid,steady/fall,flash,52,58,90,43,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0437,River Craft,Spoon 47 Natural,spoon,2,47,shallow-mid,steady/fall,natural,52,60,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0438,River Craft,Spoon 47 Flash,spoon,2,47,shallow-mid,steady/fall,flash,52,60,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0439,River Craft,Spoon 54 Natural,spoon,3,54,shallow-mid,steady/fall,natural,53,62,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0440,River Craft,Spoon 54 Flash,spoon,3,54,shallow-mid,steady/fall,flash,53,62,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0441,River Craft,Spoon 61 Natural,spoon,5,61,shallow-mid,steady/fall,natural,56,64,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0442,River Craft,Spoon 61 Flash,spoon,5,61,shallow-mid,steady/fall,flash,56,64,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0443,River Craft,Spoon 68 Natural,spoon,7,68,shallow-mid,steady/fall,natural,58,66,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0444,River Craft,Spoon 68 Flash,spoon,7,68,shallow-mid,steady/fall,flash,58,66,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0445,River Craft,Spoon 75 Natural,spoon,10,75,shallow-mid,steady/fall,natural,61,68,79,51,allround,1300,FICTIONAL_CONTENT
lure-0446,River Craft,Spoon 75 Flash,spoon,10,75,shallow-mid,steady/fall,flash,61,68,79,51,allround,1300,FICTIONAL_CONTENT
lure-0447,River Craft,Spinner 45 Natural,spinner,2,45,shallow-mid,steady,natural,52,58,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0448,River Craft,Spinner 45 Flash,spinner,2,45,shallow-mid,steady,flash,52,58,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0449,River Craft,Spinner 52 Natural,spinner,3,52,shallow-mid,steady,natural,53,60,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0450,River Craft,Spinner 52 Flash,spinner,3,52,shallow-mid,steady,flash,53,60,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0451,River Craft,Spinner 59 Natural,spinner,5,59,shallow-mid,steady,natural,56,62,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0452,River Craft,Spinner 59 Flash,spinner,5,59,shallow-mid,steady,flash,56,62,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0453,River Craft,Spinner 66 Natural,spinner,7,66,shallow-mid,steady,natural,58,64,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0454,River Craft,Spinner 66 Flash,spinner,7,66,shallow-mid,steady,flash,58,64,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0455,River Craft,Spinner 73 Natural,spinner,10,73,shallow-mid,steady,natural,61,66,79,51,allround,1300,FICTIONAL_CONTENT
lure-0456,River Craft,Spinner 73 Flash,spinner,10,73,shallow-mid,steady,flash,61,66,79,51,allround,1300,FICTIONAL_CONTENT
lure-0457,River Craft,Small Plug 45 Natural,small_plug,2,45,shallow,steady/twitch,natural,52,58,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0458,River Craft,Small Plug 45 Flash,small_plug,2,45,shallow,steady/twitch,flash,52,58,89,44,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0459,River Craft,Small Plug 52 Natural,small_plug,3,52,shallow,steady/twitch,natural,53,60,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0460,River Craft,Small Plug 52 Flash,small_plug,3,52,shallow,steady/twitch,flash,53,60,88,45,small-bait|finesse,900,FICTIONAL_CONTENT
lure-0461,River Craft,Small Plug 59 Natural,small_plug,4,59,shallow,steady/twitch,natural,54,62,87,46,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0462,River Craft,Small Plug 59 Flash,small_plug,4,59,shallow,steady/twitch,flash,54,62,87,46,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0463,River Craft,Small Plug 66 Natural,small_plug,5,66,shallow,steady/twitch,natural,56,64,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0464,River Craft,Small Plug 66 Flash,small_plug,5,66,shallow,steady/twitch,flash,56,64,86,47,small-bait|finesse,1000,FICTIONAL_CONTENT
lure-0465,River Craft,Small Plug 73 Natural,small_plug,7,73,shallow,steady/twitch,natural,58,66,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0466,River Craft,Small Plug 73 Flash,small_plug,7,73,shallow,steady/twitch,flash,58,66,83,48,small-bait|finesse,1100,FICTIONAL_CONTENT
lure-0467,Blue Horizon,Jig 60 Natural,jig,10,60,mid-deep,jerk/fall,natural,61,58,71,59,allround,1300,FICTIONAL_CONTENT
lure-0468,Blue Horizon,Jig 60 Flash,jig,10,60,mid-deep,jerk/fall,flash,61,58,71,59,allround,1300,FICTIONAL_CONTENT
lure-0469,Blue Horizon,Jig 67 Natural,jig,20,67,mid-deep,jerk/fall,natural,72,60,58,68,allround,1800,FICTIONAL_CONTENT
lure-0470,Blue Horizon,Jig 67 Flash,jig,20,67,mid-deep,jerk/fall,flash,72,60,58,68,allround,1800,FICTIONAL_CONTENT
lure-0471,Blue Horizon,Jig 74 Natural,jig,30,74,mid-deep,jerk/fall,natural,83,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0472,Blue Horizon,Jig 74 Flash,jig,30,74,mid-deep,jerk/fall,flash,83,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0473,Blue Horizon,Jig 81 Natural,jig,40,81,mid-deep,jerk/fall,natural,94,64,32,86,power|distance,2700,FICTIONAL_CONTENT
lure-0474,Blue Horizon,Jig 81 Flash,jig,40,81,mid-deep,jerk/fall,flash,94,64,32,86,power|distance,2700,FICTIONAL_CONTENT
lure-0475,Blue Horizon,Jig 88 Natural,jig,60,88,mid-deep,jerk/fall,natural,98,66,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0476,Blue Horizon,Jig 88 Flash,jig,60,88,mid-deep,jerk/fall,flash,98,66,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0477,Blue Horizon,Jig 95 Natural,jig,80,95,mid-deep,jerk/fall,natural,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0478,Blue Horizon,Jig 95 Flash,jig,80,95,mid-deep,jerk/fall,flash,98,68,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0479,Blue Horizon,Popper 90 Natural,popper,12,90,surface,pop,natural,63,58,68,61,allround,1400,FICTIONAL_CONTENT
lure-0480,Blue Horizon,Popper 90 Flash,popper,12,90,surface,pop,flash,63,58,68,61,allround,1400,FICTIONAL_CONTENT
lure-0481,Blue Horizon,Popper 97 Natural,popper,18,97,surface,pop,natural,70,60,61,66,allround,1700,FICTIONAL_CONTENT
lure-0482,Blue Horizon,Popper 97 Flash,popper,18,97,surface,pop,flash,70,60,61,66,allround,1700,FICTIONAL_CONTENT
lure-0483,Blue Horizon,Popper 104 Natural,popper,30,104,surface,pop,natural,83,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0484,Blue Horizon,Popper 104 Flash,popper,30,104,surface,pop,flash,83,62,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0485,Blue Horizon,Popper 111 Natural,popper,45,111,surface,pop,natural,98,64,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0486,Blue Horizon,Popper 111 Flash,popper,45,111,surface,pop,flash,98,64,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0487,Blue Horizon,Popper 118 Natural,popper,70,118,surface,pop,natural,98,66,20,98,power|distance,4200,FICTIONAL_CONTENT
lure-0488,Blue Horizon,Popper 118 Flash,popper,70,118,surface,pop,flash,98,66,20,98,power|distance,4200,FICTIONAL_CONTENT
lure-0489,Blue Horizon,Stickbait 120 Natural,stickbait,20,120,surface-mid,sweep,natural,72,58,58,68,allround,1800,FICTIONAL_CONTENT
lure-0490,Blue Horizon,Stickbait 120 Flash,stickbait,20,120,surface-mid,sweep,flash,72,58,58,68,allround,1800,FICTIONAL_CONTENT
lure-0491,Blue Horizon,Stickbait 127 Natural,stickbait,30,127,surface-mid,sweep,natural,83,60,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0492,Blue Horizon,Stickbait 127 Flash,stickbait,30,127,surface-mid,sweep,flash,83,60,45,77,power|distance,2200,FICTIONAL_CONTENT
lure-0493,Blue Horizon,Stickbait 134 Natural,stickbait,45,134,surface-mid,sweep,natural,98,62,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0494,Blue Horizon,Stickbait 134 Flash,stickbait,45,134,surface-mid,sweep,flash,98,62,26,91,power|distance,3000,FICTIONAL_CONTENT
lure-0495,Blue Horizon,Stickbait 141 Natural,stickbait,60,141,surface-mid,sweep,natural,98,64,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0496,Blue Horizon,Stickbait 141 Flash,stickbait,60,141,surface-mid,sweep,flash,98,64,20,98,power|distance,3700,FICTIONAL_CONTENT
lure-0497,Blue Horizon,Stickbait 148 Natural,stickbait,90,148,surface-mid,sweep,natural,98,66,20,98,power|distance,5100,FICTIONAL_CONTENT
lure-0498,Blue Horizon,Stickbait 148 Flash,stickbait,90,148,surface-mid,sweep,flash,98,66,20,98,power|distance,5100,FICTIONAL_CONTENT
lure-0499,Blue Horizon,Pencil 100 Natural,pencil,12,100,surface,walk,natural,63,58,68,61,allround,1400,FICTIONAL_CONTENT
lure-0500,Blue Horizon,Pencil 100 Flash,pencil,12,100,surface,walk,flash,63,58,68,61,allround,1400,FICTIONAL_CONTENT
lure-0501,Blue Horizon,Pencil 107 Natural,pencil,18,107,surface,walk,natural,70,60,61,66,allround,1700,FICTIONAL_CONTENT
lure-0502,Blue Horizon,Pencil 107 Flash,pencil,18,107,surface,walk,flash,70,60,61,66,allround,1700,FICTIONAL_CONTENT
lure-0503,Blue Horizon,Pencil 114 Natural,pencil,25,114,surface,walk,natural,78,62,52,73,power|distance,2000,FICTIONAL_CONTENT
lure-0504,Blue Horizon,Pencil 114 Flash,pencil,25,114,surface,walk,flash,78,62,52,73,power|distance,2000,FICTIONAL_CONTENT
lure-0505,Blue Horizon,Pencil 121 Natural,pencil,35,121,surface,walk,natural,89,64,39,82,power|distance,2500,FICTIONAL_CONTENT
lure-0506,Blue Horizon,Pencil 121 Flash,pencil,35,121,surface,walk,flash,89,64,39,82,power|distance,2500,FICTIONAL_CONTENT
lure-0507,Blue Horizon,Pencil 128 Natural,pencil,50,128,surface,walk,natural,98,66,20,95,power|distance,3200,FICTIONAL_CONTENT
lure-0508,Blue Horizon,Pencil 128 Flash,pencil,50,128,surface,walk,flash,98,66,20,95,power|distance,3200,FICTIONAL_CONTENT
lure-0509,Blue Horizon,Deep Jig 100 Natural,deep_jig,80,100,deep,vertical jig,natural,98,58,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0510,Blue Horizon,Deep Jig 100 Flash,deep_jig,80,100,deep,vertical jig,flash,98,58,20,98,power|distance,4600,FICTIONAL_CONTENT
lure-0511,Blue Horizon,Deep Jig 107 Natural,deep_jig,120,107,deep,vertical jig,natural,98,60,20,98,power|distance,6600,FICTIONAL_CONTENT
lure-0512,Blue Horizon,Deep Jig 107 Flash,deep_jig,120,107,deep,vertical jig,flash,98,60,20,98,power|distance,6600,FICTIONAL_CONTENT
lure-0513,Blue Horizon,Deep Jig 114 Natural,deep_jig,160,114,deep,vertical jig,natural,98,62,20,98,power|distance,8500,FICTIONAL_CONTENT
lure-0514,Blue Horizon,Deep Jig 114 Flash,deep_jig,160,114,deep,vertical jig,flash,98,62,20,98,power|distance,8500,FICTIONAL_CONTENT
lure-0515,Blue Horizon,Deep Jig 121 Natural,deep_jig,200,121,deep,vertical jig,natural,98,64,20,98,power|distance,10400,FICTIONAL_CONTENT
lure-0516,Blue Horizon,Deep Jig 121 Flash,deep_jig,200,121,deep,vertical jig,flash,98,64,20,98,power|distance,10400,FICTIONAL_CONTENT
lure-0517,Blue Horizon,Deep Jig 128 Natural,deep_jig,300,128,deep,vertical jig,natural,98,66,20,98,power|distance,15200,FICTIONAL_CONTENT
lure-0518,Blue Horizon,Deep Jig 128 Flash,deep_jig,300,128,deep,vertical jig,flash,98,66,20,98,power|distance,15200,FICTIONAL_CONTENT
