GearID,Brand,Series,Model,UseClass,LengthM,Power,Action,LureMinG,LureMaxG,LineMinKg,LineMaxKg,WeightG,Sensitivity,Control,FightingPower,CastPotential,PriceJPY,PrimaryUse,Status
rod-0330,Gamakaze,SEIRYU,256MHF,Rockfish Heavy,2.56,MH,Fast,7,40,8,18,173,67,64,68,58,31700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0331,Gamakaze,SEIRYU,285HM,Shore Jigging,2.85,H,Moderate,30,100,15,35,194,63,61,74,69,35100,ショアジギ,FICTIONAL_CONTENT
rod-0332,Gamakaze,SEIRYU,295HM,Shore Jigging,2.95,H,Moderate,30,100,15,35,197,63,61,74,72,34300,ショアジギ,FICTIONAL_CONTENT
rod-0333,Gamakaze,SEIRYU,305HM,Shore Jigging,3.05,H,Moderate,30,100,15,35,200,63,61,74,74,33500,ショアジギ,FICTIONAL_CONTENT
rod-0334,Gamakaze,SEIRYU,315HM,Shore Jigging,3.15,H,Moderate,30,100,15,35,203,63,61,74,77,34300,ショアジギ,FICTIONAL_CONTENT
rod-0335,Gamakaze,SEIRYU,325HM,Shore Jigging,3.25,H,Moderate,30,100,15,35,206,63,61,74,79,35100,ショアジギ,FICTIONAL_CONTENT
rod-0336,Gamakaze,RAGEKI,300XHM,Heavy Shore Jigging,3,XH,Moderate,50,150,20,45,199,63,61,74,73,35900,大型青物,FICTIONAL_CONTENT
rod-0337,Gamakaze,RAGEKI,310XHM,Heavy Shore Jigging,3.1,XH,Moderate,50,150,20,45,202,63,61,74,75,35100,大型青物,FICTIONAL_CONTENT
rod-0338,Gamakaze,RAGEKI,320XHM,Heavy Shore Jigging,3.2,XH,Moderate,50,150,20,45,205,63,61,74,78,34300,大型青物,FICTIONAL_CONTENT
rod-0339,Gamakaze,RAGEKI,330XHM,Heavy Shore Jigging,3.3,XH,Moderate,50,150,20,45,208,63,61,74,80,35100,大型青物,FICTIONAL_CONTENT
rod-0340,Gamakaze,RAGEKI,340XHM,Heavy Shore Jigging,3.4,XH,Moderate,50,150,20,45,211,63,61,74,83,35900,大型青物,FICTIONAL_CONTENT
rod-0341,Gamakaze,RAGEKI,163HM,Offshore Jigging,1.63,H,Moderate,80,220,20,50,157,63,64,74,37,37600,オフショアジギ,FICTIONAL_CONTENT
rod-0342,Gamakaze,RAGEKI,173HM,Offshore Jigging,1.73,H,Moderate,80,220,20,50,160,63,64,74,39,36800,オフショアジギ,FICTIONAL_CONTENT
rod-0343,Gamakaze,RAGEKI,183HM,Offshore Jigging,1.83,H,Moderate,80,220,20,50,163,63,64,74,41,36000,オフショアジギ,FICTIONAL_CONTENT
rod-0344,Gamakaze,RAGEKI,193HM,Offshore Jigging,1.93,H,Moderate,80,220,20,50,166,63,64,74,43,36800,オフショアジギ,FICTIONAL_CONTENT
rod-0345,Gamakaze,RAGEKI,203HM,Offshore Jigging,2.03,H,Moderate,80,220,20,50,169,63,64,74,46,37600,オフショアジギ,FICTIONAL_CONTENT
rod-0346,Gamakaze,RAGEKI,224XHM,Big Game,2.24,XH,Moderate,60,200,25,60,176,63,64,74,50,39300,大型回遊魚,FICTIONAL_CONTENT
rod-0347,Gamakaze,RAGEKI,234XHM,Big Game,2.34,XH,Moderate,60,200,25,60,179,63,64,74,53,38500,大型回遊魚,FICTIONAL_CONTENT
rod-0348,Gamakaze,RAGEKI,244XHM,Big Game,2.44,XH,Moderate,60,200,25,60,182,63,64,74,55,37700,大型回遊魚,FICTIONAL_CONTENT
rod-0349,Gamakaze,RAGEKI,254XHM,Big Game,2.54,XH,Moderate,60,200,25,60,185,63,64,74,57,38500,大型回遊魚,FICTIONAL_CONTENT
rod-0350,Gamakaze,RAGEKI,264XHM,Big Game,2.64,XH,Moderate,60,200,25,60,188,63,61,74,59,39300,大型回遊魚,FICTIONAL_CONTENT
rod-0351,Gamakaze,SEIRYU,340MM,Bait Fishing,3.4,M,Moderate,3,30,4,12,188,63,61,64,77,40200,餌釣り,FICTIONAL_CONTENT
rod-0352,Gamakaze,SEIRYU,350MM,Bait Fishing,3.5,M,Moderate,3,30,4,12,191,63,61,64,79,39400,餌釣り,FICTIONAL_CONTENT
rod-0353,Gamakaze,SEIRYU,360MM,Bait Fishing,3.6,M,Moderate,3,30,4,12,194,63,61,64,81,38600,餌釣り,FICTIONAL_CONTENT
rod-0354,Gamakaze,SEIRYU,370MM,Bait Fishing,3.7,M,Moderate,3,30,4,12,197,63,61,64,83,39400,餌釣り,FICTIONAL_CONTENT
rod-0355,Gamakaze,SEIRYU,380MM,Bait Fishing,3.8,M,Moderate,3,30,4,12,200,63,61,64,86,40200,餌釣り,FICTIONAL_CONTENT
rod-0356,Gamakaze,RAGEKI,510MM,Float Fishing,5.1,M,Moderate,2,20,3,10,239,63,61,64,100,41000,ウキ/磯,FICTIONAL_CONTENT
rod-0357,Gamakaze,RAGEKI,520MM,Float Fishing,5.2,M,Moderate,2,20,3,10,242,63,61,64,100,40200,ウキ/磯,FICTIONAL_CONTENT
rod-0358,Gamakaze,RAGEKI,530MM,Float Fishing,5.3,M,Moderate,2,20,3,10,245,63,61,64,100,39400,ウキ/磯,FICTIONAL_CONTENT
rod-0359,Gamakaze,RAGEKI,540MM,Float Fishing,5.4,M,Moderate,2,20,3,10,248,63,61,64,100,40200,ウキ/磯,FICTIONAL_CONTENT
rod-0360,Gamakaze,RAGEKI,550MM,Float Fishing,5.5,M,Moderate,2,20,3,10,251,63,61,64,100,41000,ウキ/磯,FICTIONAL_CONTENT
rod-0361,Gamakaze,SEIRYU,250MHM,Bottom Fishing,2.5,MH,Moderate,15,80,10,30,171,63,64,68,56,41900,投げ/底,FICTIONAL_CONTENT
rod-0362,Gamakaze,SEIRYU,260MHM,Bottom Fishing,2.6,MH,Moderate,15,80,10,30,174,63,61,68,59,41100,投げ/底,FICTIONAL_CONTENT
rod-0363,Gamakaze,SEIRYU,270MHM,Bottom Fishing,2.7,MH,Moderate,15,80,10,30,177,63,61,68,61,40300,投げ/底,FICTIONAL_CONTENT
rod-0364,Gamakaze,SEIRYU,280MHM,Bottom Fishing,2.8,MH,Moderate,15,80,10,30,180,63,61,68,63,41100,投げ/底,FICTIONAL_CONTENT
rod-0365,Gamakaze,SEIRYU,290MHM,Bottom Fishing,2.9,MH,Moderate,15,80,10,30,183,63,61,68,65,41900,投げ/底,FICTIONAL_CONTENT
rod-0366,Gamakaze,RAGEKI,190MHM,Boat Bait,1.9,MH,Moderate,20,80,10,30,153,63,64,68,43,42700,船餌,FICTIONAL_CONTENT
rod-0367,Gamakaze,RAGEKI,200MHM,Boat Bait,2,MH,Moderate,20,80,10,30,156,63,64,68,45,41900,船餌,FICTIONAL_CONTENT
rod-0368,Gamakaze,RAGEKI,210MHM,Boat Bait,2.1,MH,Moderate,20,80,10,30,159,63,64,68,47,41100,船餌,FICTIONAL_CONTENT
rod-0369,Gamakaze,RAGEKI,220MHM,Boat Bait,2.2,MH,Moderate,20,80,10,30,162,63,64,68,50,41900,船餌,FICTIONAL_CONTENT
rod-0370,Gamakaze,RAGEKI,230MHM,Boat Bait,2.3,MH,Moderate,20,80,10,30,165,63,64,68,52,42700,船餌,FICTIONAL_CONTENT
rod-0371,Major Crest,FIRSTWAY,183ULF,Ajing,1.83,UL,Fast,0.5,5,1.5,4,146,63,62,57,41,10600,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0372,Major Crest,FIRSTWAY,193ULF,Ajing,1.93,UL,Fast,0.5,5,1.5,4,149,63,62,57,43,9800,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0373,Major Crest,FIRSTWAY,203ULF,Ajing,2.03,UL,Fast,0.5,5,1.5,4,152,63,62,57,46,9000,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0374,Major Crest,FIRSTWAY,213ULF,Ajing,2.13,UL,Fast,0.5,5,1.5,4,155,63,62,57,48,9800,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0375,Major Crest,FIRSTWAY,223ULF,Ajing,2.23,UL,Fast,0.5,5,1.5,4,158,63,62,57,50,10600,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0376,Major Crest,CROSSRIDGE,209LF,Mebaring,2.09,L,Fast,1,8,2,5,154,63,62,57,47,11500,メバル/ライト,FICTIONAL_CONTENT
rod-0377,Major Crest,CROSSRIDGE,219LF,Mebaring,2.19,L,Fast,1,8,2,5,157,63,62,57,49,10700,メバル/ライト,FICTIONAL_CONTENT
rod-0378,Major Crest,CROSSRIDGE,229LF,Mebaring,2.29,L,Fast,1,8,2,5,160,63,62,57,52,9900,メバル/ライト,FICTIONAL_CONTENT
rod-0379,Major Crest,CROSSRIDGE,239LF,Mebaring,2.39,L,Fast,1,8,2,5,163,63,62,57,54,10700,メバル/ライト,FICTIONAL_CONTENT
rod-0380,Major Crest,CROSSRIDGE,249LF,Mebaring,2.49,L,Fast,1,8,2,5,167,63,62,57,56,11500,メバル/ライト,FICTIONAL_CONTENT
rod-0381,Major Crest,FIRSTWAY,155ULM,Trout Stream,1.55,UL,Moderate,1,7,1.5,4,137,59,62,57,35,12300,渓流,FICTIONAL_CONTENT
rod-0382,Major Crest,FIRSTWAY,165ULM,Trout Stream,1.65,UL,Moderate,1,7,1.5,4,140,59,62,57,37,11500,渓流,FICTIONAL_CONTENT
rod-0383,Major Crest,FIRSTWAY,175ULM,Trout Stream,1.75,UL,Moderate,1,7,1.5,4,143,59,62,57,39,10700,渓流,FICTIONAL_CONTENT
rod-0384,Major Crest,FIRSTWAY,185ULM,Trout Stream,1.85,UL,Moderate,1,7,1.5,4,147,59,62,57,42,11500,渓流,FICTIONAL_CONTENT
rod-0385,Major Crest,FIRSTWAY,195ULM,Trout Stream,1.95,UL,Moderate,1,7,1.5,4,150,59,62,57,44,12300,渓流,FICTIONAL_CONTENT
rod-0386,Major Crest,CROSSRIDGE,193LM,Trout Lake,1.93,L,Moderate,2,12,2,6,149,59,62,57,43,13200,湖トラウト,FICTIONAL_CONTENT
rod-0387,Major Crest,CROSSRIDGE,203LM,Trout Lake,2.03,L,Moderate,2,12,2,6,152,59,62,57,46,12400,湖トラウト,FICTIONAL_CONTENT
rod-0388,Major Crest,CROSSRIDGE,213LM,Trout Lake,2.13,L,Moderate,2,12,2,6,155,59,62,57,48,11600,湖トラウト,FICTIONAL_CONTENT
rod-0389,Major Crest,CROSSRIDGE,223LM,Trout Lake,2.23,L,Moderate,2,12,2,6,158,59,62,57,50,12400,湖トラウト,FICTIONAL_CONTENT
rod-0390,Major Crest,CROSSRIDGE,233LM,Trout Lake,2.33,L,Moderate,2,12,2,6,162,59,62,57,52,13200,湖トラウト,FICTIONAL_CONTENT
rod-0391,Major Crest,FIRSTWAY,188MLF,Bass Finesse,1.88,ML,Fast,2,12,3,8,147,63,62,57,42,14000,バス/フィネス,FICTIONAL_CONTENT
rod-0392,Major Crest,FIRSTWAY,198MLF,Bass Finesse,1.98,ML,Fast,2,12,3,8,151,63,62,57,45,13200,バス/フィネス,FICTIONAL_CONTENT
rod-0393,Major Crest,FIRSTWAY,208MLF,Bass Finesse,2.08,ML,Fast,2,12,3,8,154,63,62,57,47,12400,バス/フィネス,FICTIONAL_CONTENT
rod-0394,Major Crest,FIRSTWAY,218MLF,Bass Finesse,2.18,ML,Fast,2,12,3,8,157,63,62,57,49,13200,バス/フィネス,FICTIONAL_CONTENT
rod-0395,Major Crest,FIRSTWAY,228MLF,Bass Finesse,2.28,ML,Fast,2,12,3,8,160,63,62,57,51,14000,バス/フィネス,FICTIONAL_CONTENT
rod-0396,Major Crest,CROSSRIDGE,193MHF,Bass Power,1.93,MH,Fast,7,28,6,14,160,63,62,61,43,14900,バス/カバー,FICTIONAL_CONTENT
rod-0397,Major Crest,CROSSRIDGE,203MHF,Bass Power,2.03,MH,Fast,7,28,6,14,163,63,62,61,46,14100,バス/カバー,FICTIONAL_CONTENT
rod-0398,Major Crest,CROSSRIDGE,213MHF,Bass Power,2.13,MH,Fast,7,28,6,14,166,63,62,61,48,13300,バス/カバー,FICTIONAL_CONTENT
rod-0399,Major Crest,CROSSRIDGE,223MHF,Bass Power,2.23,MH,Fast,7,28,6,14,169,63,62,61,50,14100,バス/カバー,FICTIONAL_CONTENT
rod-0400,Major Crest,CROSSRIDGE,233MHF,Bass Power,2.33,MH,Fast,7,28,6,14,172,63,62,61,52,14900,バス/カバー,FICTIONAL_CONTENT
rod-0401,Major Crest,FIRSTWAY,214MLF,Chinning,2.14,ML,Fast,3,18,4,10,156,63,62,57,48,15700,チニング,FICTIONAL_CONTENT
rod-0402,Major Crest,FIRSTWAY,224MLF,Chinning,2.24,ML,Fast,3,18,4,10,159,63,62,57,50,14900,チニング,FICTIONAL_CONTENT
rod-0403,Major Crest,FIRSTWAY,234MLF,Chinning,2.34,ML,Fast,3,18,4,10,162,63,62,57,53,14100,チニング,FICTIONAL_CONTENT
rod-0404,Major Crest,FIRSTWAY,244MLF,Chinning,2.44,ML,Fast,3,18,4,10,165,63,62,57,55,14900,チニング,FICTIONAL_CONTENT
rod-0405,Major Crest,FIRSTWAY,254MLF,Chinning,2.54,ML,Fast,3,18,4,10,168,63,62,57,57,15700,チニング,FICTIONAL_CONTENT
rod-0406,Major Crest,CROSSRIDGE,239MLF,Seabass Short,2.39,ML,Fast,5,28,5,12,163,63,62,57,54,16600,港湾シーバス,FICTIONAL_CONTENT
rod-0407,Major Crest,CROSSRIDGE,249MLF,Seabass Short,2.49,ML,Fast,5,28,5,12,167,63,62,57,56,15800,港湾シーバス,FICTIONAL_CONTENT
rod-0408,Major Crest,CROSSRIDGE,259MLF,Seabass Short,2.59,ML,Fast,5,28,5,12,170,63,62,57,58,15000,港湾シーバス,FICTIONAL_CONTENT
rod-0409,Major Crest,CROSSRIDGE,269MLF,Seabass Short,2.69,ML,Fast,5,28,5,12,173,63,58,57,61,15800,港湾シーバス,FICTIONAL_CONTENT
rod-0410,Major Crest,CROSSRIDGE,279MLF,Seabass Short,2.79,ML,Fast,5,28,5,12,176,63,58,57,63,16600,港湾シーバス,FICTIONAL_CONTENT
rod-0411,Major Crest,FIRSTWAY,254MF,Seabass Standard,2.54,M,Fast,7,35,6,14,168,63,62,57,57,17400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0412,Major Crest,FIRSTWAY,264MF,Seabass Standard,2.64,M,Fast,7,35,6,14,171,63,58,57,59,16600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0413,Major Crest,FIRSTWAY,274MF,Seabass Standard,2.74,M,Fast,7,35,6,14,174,63,58,57,62,15800,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0414,Major Crest,FIRSTWAY,284MF,Seabass Standard,2.84,M,Fast,7,35,6,14,178,63,58,57,64,16600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0415,Major Crest,FIRSTWAY,294MF,Seabass Standard,2.94,M,Fast,7,35,6,14,181,63,58,57,66,17400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0416,Major Crest,CROSSRIDGE,270MF,Seabass Long,2.7,M,Fast,10,45,7,16,173,63,58,57,61,18300,大河川/遠投,FICTIONAL_CONTENT
rod-0417,Major Crest,CROSSRIDGE,280MF,Seabass Long,2.8,M,Fast,10,45,7,16,176,63,58,57,63,17500,大河川/遠投,FICTIONAL_CONTENT
rod-0418,Major Crest,CROSSRIDGE,290MF,Seabass Long,2.9,M,Fast,10,45,7,16,179,63,58,57,65,16700,大河川/遠投,FICTIONAL_CONTENT
rod-0419,Major Crest,CROSSRIDGE,300MF,Seabass Long,3,M,Fast,10,45,7,16,183,63,58,57,68,17500,大河川/遠投,FICTIONAL_CONTENT
rod-0420,Major Crest,CROSSRIDGE,310MF,Seabass Long,3.1,M,Fast,10,45,7,16,186,63,58,57,70,18300,大河川/遠投,FICTIONAL_CONTENT
rod-0421,Major Crest,FIRSTWAY,224LF,Eging Light,2.24,L,Fast,3,18,3,8,159,63,62,57,50,19100,ライトエギ,FICTIONAL_CONTENT
rod-0422,Major Crest,FIRSTWAY,234LF,Eging Light,2.34,L,Fast,3,18,3,8,162,63,62,57,53,18300,ライトエギ,FICTIONAL_CONTENT
rod-0423,Major Crest,FIRSTWAY,244LF,Eging Light,2.44,L,Fast,3,18,3,8,165,63,62,57,55,17500,ライトエギ,FICTIONAL_CONTENT
rod-0424,Major Crest,FIRSTWAY,254LF,Eging Light,2.54,L,Fast,3,18,3,8,168,63,62,57,57,18300,ライトエギ,FICTIONAL_CONTENT
rod-0425,Major Crest,FIRSTWAY,264LF,Eging Light,2.64,L,Fast,3,18,3,8,171,63,58,57,59,19100,ライトエギ,FICTIONAL_CONTENT
rod-0426,Major Crest,CROSSRIDGE,231MLF,Eging Standard,2.31,ML,Fast,5,25,4,10,161,63,62,57,52,20000,エギング,FICTIONAL_CONTENT
rod-0427,Major Crest,CROSSRIDGE,241MLF,Eging Standard,2.41,ML,Fast,5,25,4,10,164,63,62,57,54,19200,エギング,FICTIONAL_CONTENT
rod-0428,Major Crest,CROSSRIDGE,251MLF,Eging Standard,2.51,ML,Fast,5,25,4,10,167,63,62,57,56,18400,エギング,FICTIONAL_CONTENT
rod-0429,Major Crest,CROSSRIDGE,261MLF,Eging Standard,2.61,ML,Fast,5,25,4,10,170,63,58,57,59,19200,エギング,FICTIONAL_CONTENT
rod-0430,Major Crest,CROSSRIDGE,271MLF,Eging Standard,2.71,ML,Fast,5,25,4,10,173,63,58,57,61,20000,エギング,FICTIONAL_CONTENT
rod-0431,Major Crest,FIRSTWAY,198MF,Rockfish Light,1.98,M,Fast,3,20,5,12,151,63,62,57,45,20800,ライトロック,FICTIONAL_CONTENT
rod-0432,Major Crest,FIRSTWAY,208MF,Rockfish Light,2.08,M,Fast,3,20,5,12,154,63,62,57,47,20000,ライトロック,FICTIONAL_CONTENT
rod-0433,Major Crest,FIRSTWAY,218MF,Rockfish Light,2.18,M,Fast,3,20,5,12,157,63,62,57,49,19200,ライトロック,FICTIONAL_CONTENT
rod-0434,Major Crest,FIRSTWAY,228MF,Rockfish Light,2.28,M,Fast,3,20,5,12,160,63,62,57,51,20000,ライトロック,FICTIONAL_CONTENT
rod-0435,Major Crest,FIRSTWAY,238MF,Rockfish Light,2.38,M,Fast,3,20,5,12,163,63,62,57,54,20800,ライトロック,FICTIONAL_CONTENT
rod-0436,Major Crest,CROSSRIDGE,216MHF,Rockfish Heavy,2.16,MH,Fast,7,40,8,18,167,63,62,61,49,21700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0437,Major Crest,CROSSRIDGE,226MHF,Rockfish Heavy,2.26,MH,Fast,7,40,8,18,170,63,62,61,51,20900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0438,Major Crest,CROSSRIDGE,236MHF,Rockfish Heavy,2.36,MH,Fast,7,40,8,18,173,63,62,61,53,20100,ロックフィッシュ,FICTIONAL_CONTENT
rod-0439,Major Crest,CROSSRIDGE,246MHF,Rockfish Heavy,2.46,MH,Fast,7,40,8,18,176,63,62,61,55,20900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0440,Major Crest,CROSSRIDGE,256MHF,Rockfish Heavy,2.56,MH,Fast,7,40,8,18,180,63,62,61,58,21700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0441,Major Crest,FIRSTWAY,285MF,Surf,2.85,M,Fast,10,45,8,18,178,63,58,57,69,22500,サーフ,FICTIONAL_CONTENT
rod-0442,Major Crest,FIRSTWAY,295MF,Surf,2.95,M,Fast,10,45,8,18,181,63,58,57,72,21700,サーフ,FICTIONAL_CONTENT
rod-0443,Major Crest,FIRSTWAY,305MF,Surf,3.05,M,Fast,10,45,8,18,184,63,58,57,74,20900,サーフ,FICTIONAL_CONTENT
rod-0444,Major Crest,FIRSTWAY,315MF,Surf,3.15,M,Fast,10,45,8,18,187,63,58,57,77,21700,サーフ,FICTIONAL_CONTENT
rod-0445,Major Crest,FIRSTWAY,325MF,Surf,3.25,M,Fast,10,45,8,18,190,63,58,57,79,22500,サーフ,FICTIONAL_CONTENT
rod-0446,Major Crest,CROSSRIDGE,300MHF,Surf Power,3,MH,Fast,15,60,10,25,193,63,58,61,73,23400,遠投サーフ,FICTIONAL_CONTENT
rod-0447,Major Crest,CROSSRIDGE,310MHF,Surf Power,3.1,MH,Fast,15,60,10,25,196,63,58,61,75,22600,遠投サーフ,FICTIONAL_CONTENT
rod-0448,Major Crest,CROSSRIDGE,320MHF,Surf Power,3.2,MH,Fast,15,60,10,25,200,63,58,61,78,21800,遠投サーフ,FICTIONAL_CONTENT
rod-0449,Major Crest,CROSSRIDGE,330MHF,Surf Power,3.3,MH,Fast,15,60,10,25,203,63,58,61,80,22600,遠投サーフ,FICTIONAL_CONTENT
rod-0450,Major Crest,CROSSRIDGE,340MHF,Surf Power,3.4,MH,Fast,15,60,10,25,206,63,58,61,83,23400,遠投サーフ,FICTIONAL_CONTENT
rod-0451,Major Crest,FIRSTWAY,270MHF,Light Shore Jigging,2.7,MH,Fast,15,60,10,25,184,63,58,61,66,24200,LSJ,FICTIONAL_CONTENT
rod-0452,Major Crest,FIRSTWAY,280MHF,Light Shore Jigging,2.8,MH,Fast,15,60,10,25,187,63,58,61,68,23400,LSJ,FICTIONAL_CONTENT
rod-0453,Major Crest,FIRSTWAY,290MHF,Light Shore Jigging,2.9,MH,Fast,15,60,10,25,190,63,58,61,70,22600,LSJ,FICTIONAL_CONTENT
rod-0454,Major Crest,FIRSTWAY,300MHF,Light Shore Jigging,3,MH,Fast,15,60,10,25,193,63,58,61,73,23400,LSJ,FICTIONAL_CONTENT
rod-0455,Major Crest,FIRSTWAY,310MHF,Light Shore Jigging,3.1,MH,Fast,15,60,10,25,196,63,58,61,75,24200,LSJ,FICTIONAL_CONTENT
rod-0456,Major Crest,CROSSRIDGE,285HM,Shore Jigging,2.85,H,Moderate,30,100,15,35,202,59,58,66,69,25100,ショアジギ,FICTIONAL_CONTENT
rod-0457,Major Crest,CROSSRIDGE,295HM,Shore Jigging,2.95,H,Moderate,30,100,15,35,205,59,58,66,72,24300,ショアジギ,FICTIONAL_CONTENT
rod-0458,Major Crest,CROSSRIDGE,305HM,Shore Jigging,3.05,H,Moderate,30,100,15,35,208,59,58,66,74,23500,ショアジギ,FICTIONAL_CONTENT
rod-0459,Major Crest,CROSSRIDGE,315HM,Shore Jigging,3.15,H,Moderate,30,100,15,35,211,59,58,66,77,24300,ショアジギ,FICTIONAL_CONTENT
rod-0460,Major Crest,CROSSRIDGE,325HM,Shore Jigging,3.25,H,Moderate,30,100,15,35,214,59,58,66,79,25100,ショアジギ,FICTIONAL_CONTENT
rod-0461,Major Crest,CROSSRIDGE,171MHM,Offshore Light Jig,1.71,MH,Moderate,40,120,12,30,153,59,62,61,38,26800,ライトジギ,FICTIONAL_CONTENT
rod-0462,Major Crest,CROSSRIDGE,181MHM,Offshore Light Jig,1.81,MH,Moderate,40,120,12,30,156,59,62,61,41,26000,ライトジギ,FICTIONAL_CONTENT
rod-0463,Major Crest,CROSSRIDGE,191MHM,Offshore Light Jig,1.91,MH,Moderate,40,120,12,30,159,59,62,61,43,25200,ライトジギ,FICTIONAL_CONTENT
rod-0464,Major Crest,CROSSRIDGE,201MHM,Offshore Light Jig,2.01,MH,Moderate,40,120,12,30,162,59,62,61,45,26000,ライトジギ,FICTIONAL_CONTENT
rod-0465,Major Crest,CROSSRIDGE,211MHM,Offshore Light Jig,2.11,MH,Moderate,40,120,12,30,165,59,62,61,47,26800,ライトジギ,FICTIONAL_CONTENT
rod-0466,Major Crest,FIRSTWAY,163HM,Offshore Jigging,1.63,H,Moderate,80,220,20,50,163,59,62,66,37,27600,オフショアジギ,FICTIONAL_CONTENT
rod-0467,Major Crest,FIRSTWAY,173HM,Offshore Jigging,1.73,H,Moderate,80,220,20,50,167,59,62,66,39,26800,オフショアジギ,FICTIONAL_CONTENT
rod-0468,Major Crest,FIRSTWAY,183HM,Offshore Jigging,1.83,H,Moderate,80,220,20,50,170,59,62,66,41,26000,オフショアジギ,FICTIONAL_CONTENT
rod-0469,Major Crest,FIRSTWAY,193HM,Offshore Jigging,1.93,H,Moderate,80,220,20,50,173,59,62,66,43,26800,オフショアジギ,FICTIONAL_CONTENT
rod-0470,Major Crest,FIRSTWAY,203HM,Offshore Jigging,2.03,H,Moderate,80,220,20,50,176,59,62,66,46,27600,オフショアジギ,FICTIONAL_CONTENT
rod-0471,Major Crest,CROSSRIDGE,219HF,Casting,2.19,H,Fast,30,120,15,40,181,63,62,66,49,28500,オフショアキャスト,FICTIONAL_CONTENT
rod-0472,Major Crest,CROSSRIDGE,229HF,Casting,2.29,H,Fast,30,120,15,40,184,63,62,66,52,27700,オフショアキャスト,FICTIONAL_CONTENT
rod-0473,Major Crest,CROSSRIDGE,239HF,Casting,2.39,H,Fast,30,120,15,40,187,63,62,66,54,26900,オフショアキャスト,FICTIONAL_CONTENT
rod-0474,Major Crest,CROSSRIDGE,249HF,Casting,2.49,H,Fast,30,120,15,40,190,63,62,66,56,27700,オフショアキャスト,FICTIONAL_CONTENT
rod-0475,Major Crest,CROSSRIDGE,259HF,Casting,2.59,H,Fast,30,120,15,40,193,63,62,66,58,28500,オフショアキャスト,FICTIONAL_CONTENT
rod-0476,Major Crest,CROSSRIDGE,340MM,Bait Fishing,3.4,M,Moderate,3,30,4,12,195,59,58,57,77,30200,餌釣り,FICTIONAL_CONTENT
rod-0477,Major Crest,CROSSRIDGE,350MM,Bait Fishing,3.5,M,Moderate,3,30,4,12,198,59,58,57,79,29400,餌釣り,FICTIONAL_CONTENT
rod-0478,Major Crest,CROSSRIDGE,360MM,Bait Fishing,3.6,M,Moderate,3,30,4,12,201,59,58,57,81,28600,餌釣り,FICTIONAL_CONTENT
rod-0479,Major Crest,CROSSRIDGE,370MM,Bait Fishing,3.7,M,Moderate,3,30,4,12,204,59,58,57,83,29400,餌釣り,FICTIONAL_CONTENT
rod-0480,Major Crest,CROSSRIDGE,380MM,Bait Fishing,3.8,M,Moderate,3,30,4,12,208,59,58,57,86,30200,餌釣り,FICTIONAL_CONTENT
rod-0481,Major Crest,FIRSTWAY,510MM,Float Fishing,5.1,M,Moderate,2,20,3,10,248,59,58,57,100,31000,ウキ/磯,FICTIONAL_CONTENT
rod-0482,Major Crest,FIRSTWAY,520MM,Float Fishing,5.2,M,Moderate,2,20,3,10,251,59,58,57,100,30200,ウキ/磯,FICTIONAL_CONTENT
rod-0483,Major Crest,FIRSTWAY,530MM,Float Fishing,5.3,M,Moderate,2,20,3,10,255,59,58,57,100,29400,ウキ/磯,FICTIONAL_CONTENT
rod-0484,Major Crest,FIRSTWAY,540MM,Float Fishing,5.4,M,Moderate,2,20,3,10,258,59,58,57,100,30200,ウキ/磯,FICTIONAL_CONTENT
rod-0485,Major Crest,FIRSTWAY,550MM,Float Fishing,5.5,M,Moderate,2,20,3,10,261,59,58,57,100,31000,ウキ/磯,FICTIONAL_CONTENT
rod-0486,Major Crest,CROSSRIDGE,250MHM,Bottom Fishing,2.5,MH,Moderate,15,80,10,30,178,59,62,61,56,31900,投げ/底,FICTIONAL_CONTENT
rod-0487,Major Crest,CROSSRIDGE,260MHM,Bottom Fishing,2.6,MH,Moderate,15,80,10,30,181,59,58,61,59,31100,投げ/底,FICTIONAL_CONTENT
rod-0488,Major Crest,CROSSRIDGE,270MHM,Bottom Fishing,2.7,MH,Moderate,15,80,10,30,184,59,58,61,61,30300,投げ/底,FICTIONAL_CONTENT
rod-0489,Major Crest,CROSSRIDGE,280MHM,Bottom Fishing,2.8,MH,Moderate,15,80,10,30,187,59,58,61,63,31100,投げ/底,FICTIONAL_CONTENT
rod-0490,Major Crest,CROSSRIDGE,290MHM,Bottom Fishing,2.9,MH,Moderate,15,80,10,30,190,59,58,61,65,31900,投げ/底,FICTIONAL_CONTENT
